space_id,lead_time,+1 standard,-1 standard,weekday1 timegroup1 acc,weekday1 timegroup2 acc,weekday1 timegroup3 acc,weekday1 timegroup4 acc,weekday2 timegroup1 acc,weekday2 timegroup2 acc,weekday2 timegroup3 acc,weekday2 timegroup4 acc,weekday3 timegroup1 acc,weekday3 timegroup2 acc,weekday3 timegroup3 acc,weekday3 timegroup4 acc,weekday4 timegroup1 acc,weekday4 timegroup2 acc,weekday4 timegroup3 acc,weekday4 timegroup4 acc,weekday5 timegroup1 acc,weekday5 timegroup2 acc,weekday5 timegroup3 acc,weekday5 timegroup4 acc,weekday6 timegroup1 acc,weekday6 timegroup2 acc,weekday6 timegroup3 acc,weekday6 timegroup4 acc,weekday7 timegroup1 acc,weekday7 timegroup2 acc,weekday7 timegroup3 acc,weekday7 timegroup4 acc
74,621.4501978417267,2456.9837192428035,-2456.9837192428035,0.047954879299663015,0.08513882259325305,0.146711888388065,0.24108067331558056,0.048289560514401496,0.08570965086779085,0.14762892718742232,0.24241999407722523,0.048626458196790935,0.08628394540212769,0.14855070013386082,0.24376436550988068,0.048965585356107365,0.08686172239574232,0.14947721918696777,0.24511378015028168,0.04930695505457196,0.08744299805813738,0.1504084961751349,0.24646823020883105,0.03827514447431464,0.06849345587639087,0.11960222914141148,0.2006335018658933,0.038545005085648114,0.06896109475424657,0.12037372068654413,0.20180787091169194
75,873.641886913064,2502.4516899498635,-2502.4516899498635,0.05222672883883418,0.09240155547991429,0.15831813952339646,0.25789602074760426,0.05258957679802289,0.09301612716632005,0.15929418135679962,0.25929684140973014,0.05295480481239017,0.09363436472484868,0.16027509471211446,0.26070259793385175,0.05332242653157787,0.0942562844035205,0.16126088977309877,0.26211327873302803,0.05369245565610996,0.09488190244673582,0.1622515765632248,0.2635288718752049,0.04172250588661756,0.07445181671977971,0.12938906001029965,0.2154284918303542,0.04201561040815433,0.07495686277844489,0.13021434415235728,0.21666598789386685
76,293.6117676306444,2076.6882216488384,-2076.6882216488384,0.06958073679442035,0.12139509126731397,0.2033604652225551,0.3204815814973231,0.07005524079204954,0.12217654273117802,0.20454671162803179,0.32207481175857294,0.07053273535421907,0.12296232058531692,0.20573809062250142,0.32367218979447115,0.07101323597622185,0.12375243970953671,0.20693460358251398,0.3252736890202008,0.07149675818757932,0.12454691491547894,0.20813625162125896,0.3268792824930237,0.055791612233182686,0.09842390999514039,0.16784217552157027,0.27147827322032225,0.05617775937069896,0.09907416447999205,0.16886515351783518,0.2729257364877701
77,1135.7073949350772,2766.828142936782,-2766.828142936782,0.055839988567278134,0.09850539584253645,0.16797042579635443,0.2716598614787045,0.05622645059064112,0.09915612946941578,0.16899402672169944,0.2731079299809809,0.056615426889726386,0.09981068593979192,0.17002259073902384,0.27456080757658474,0.05700693159675191,0.10046908141401399,0.1710561263781858,0.27601847928897905,0.0574009788924014,0.10113133203640563,0.17209464198501556,0.27748092978585726,0.0446432714815993,0.07947376485292658,0.1375658763387147,0.22762103582154342,0.04495593205858232,0.0800099325273308,0.13843502178135142,0.22890813560583603
78,430.59859501669035,2193.547792719397,-2193.547792719397,0.05622426841046955,0.09915245620665843,0.16898825161983583,0.2730997662205813,0.05661323051873835,0.0998069911153577,0.17001678767892006,0.2745526167903263,0.0570047209552699,0.10046536493698971,0.17105029531234522,0.2760102615621502,0.057398753900476,0.10112759381597225,0.17208878286698423,0.2774726852057514,0.05779534358294248,0.1017936938793375,0.17313225850321445,0.27893987203419607,0.04495416645845516,0.08000690554697419,0.13843011702301822,0.22890087701078457,0.045268901225536354,0.08054635531817887,0.13930384079533434,0.2301930569118242
79,731.1111192730448,2330.364268325996,-2330.364268325996,0.046965138157578495,0.08344890957172722,0.1439921753974733,0.23709766351740758,0.04729325501649905,0.08400944796131819,0.14489510104375725,0.23842180830306584,0.047623549678538414,0.0845734041384087,0.14580272423707147,0.23975102418725766,0.04795603499360871,0.08514079426645593,0.14671505731642115,0.24108530467397316,0.048290723864917284,0.08571163452192125,0.14763211249646757,0.24242464294621024,0.03747731909981146,0.06710969932167084,0.11731597463230599,0.19714514808407488,0.03774177535844757,0.06756857590449752,0.1180746965977415,0.1983041640596419
80,238.0862071734477,2244.5826519596794,-2244.5826519596794,0.06373981447346735,0.11172693928039526,0.18856543411158314,0.3003785266396061,0.06417723393581355,0.1124541200996785,0.1896859271635604,0.30191622138515434,0.06461744804780906,0.11318543074010326,0.19081151271099125,0.30345837353747307,0.0650604718144126,0.11392088679627223,0.19194219530090648,0.305004961164382,0.0655063202817829,0.11466050381753094,0.19307797924828093,0.30655596196989937,0.05104470750041104,0.09039700081046673,0.1551280099058989,0.25330324070260113,0.05139978866678941,0.09099957678014187,0.15608803164693535,0.25468767627455985
81,549.0706800518135,2253.3639429174095,-2253.3639429174095,0.05705620712854285,0.10055191879877473,0.1711860875186626,0.2762016152436208,0.057450574279021054,0.10121465401201138,0.17222522821488456,0.27766466392126005,0.05784750003472457,0.1018812625214394,0.17326935804802415,0.27913247370176963,0.058246998678361396,0.10255176043275871,0.17431848496453112,0.2806050284938653,0.0586490845401596,0.10322616383131486,0.17537261671905896,0.28208231184793564,0.04562740601680202,0.08116048856228841,0.14029761626615195,0.2316607062925715,0.045946627529642424,0.08170702562138109,0.14118119557734718,0.23296375893521767
82,440.8704394930505,2446.3844879426706,-2446.3844879426706,0.04876128806979245,0.08651369565976912,0.14891922725411108,0.24430132664142679,0.049101307019078645,0.08709286447182182,0.14984764031134107,0.24565274818844518,0.04944357372581633,0.08767553841258396,0.15078081597864032,0.24700920195919848,0.04978810132604492,0.08826173370385469,0.1517187658970656,0.24837067970487806,0.0501349030084277,0.08885146657497589,0.15266150157092087,0.24973717284626976,0.03892543413161117,0.06961998487673321,0.12145975069174524,0.2034586725484409,0.03919969275978809,0.07009473636165525,0.12224156047438696,0.2046453446580419
83,339.84352818108505,2138.562386067023,-2138.562386067023,0.06752177151622128,0.11799733421398387,0.19818604810898158,0.3134998196649416,0.06798326039734702,0.11875986988223816,0.19934966406853055,0.3150744346255817,0.06844767187629679,0.11952666549959985,0.200518403456114,0.31665331040186306,0.06891502129016551,0.12029773622451587,0.20169226878207702,0.31823642199752183,0.06938532401287979,0.12107309715543506,0.20287126230399258,0.31982374405526715,0.05411694834911842,0.0955991413832754,0.1633861522748489,0.26514750299200585,0.05449217366163226,0.09623272553339614,0.16438733641091524,0.2665735630076241
84,335.5544172206388,2237.236140664625,-2237.236140664625,0.07967332675251329,0.13788945919733517,0.22810042147440873,0.353153590759696,0.08021072345180952,0.13876032011407197,0.22938942692072156,0.35482443220823323,0.08075142685003187,0.1396357902382143,0.23068353968940974,0.3564988219859606,0.08129545299537651,0.1405158827056689,0.23198275544746894,0.3581767265735956,0.08184281795541312,0.14140061054335815,0.2332870695541666,0.3598581121229602,0.0640217342230672,0.11219567073895556,0.18928783407838323,0.3013701915273805,0.06446095517905764,0.11292551448082329,0.19041161245997268,0.30291076484413426
85,445.27418672597275,2305.7919453745194,-2305.7919453745194,0.014462053123767622,0.03595765099787031,0.08659579547078843,0.19418214160134498,0.01538408016507513,0.03819701290725107,0.09168884974077078,0.20418827918472787,0.016363914918613612,0.040569968234024596,0.0970496208142855,0.21457273244592143,0.017405053622083673,0.04308373774956709,0.10268838567023467,0.22533577076748787,0.018511187189162802,0.04574583728214719,0.10861536377988851,0.2364761404899716,0.01266454060429397,0.03157400994079034,0.07652885799581838,0.17399050302637845,0.013473534107274423,0.03354986936534439,0.08108239277513264,0.18319271008717078
86,372.7931645569616,2019.7378470916497,-2019.7378470916497,0.01777916173741265,0.039181400858862236,0.08414027731148127,0.1714803014147392,0.01800417163290404,0.039666335051475925,0.08513234865525023,0.17330730345947576,0.018231976354734683,0.04015702025608225,0.08613501709658047,0.17514965592228418,0.018462609271553097,0.04065351843639629,0.087148369808469,0.17700740011772292,0.01869610411615964,0.04115589206843257,0.0881724940609218,0.1788805755085788,0.02864163928794595,0.0622906759437809,0.13017383444819602,0.2521426952948447,0.02900006385278827,0.06304285885682767,0.13163066443117938,0.2545650449912661
87,286.45552071235034,2345.1119638989735,-2345.1119638989735,0.030442640822275244,0.0652710533292133,0.13442116911138713,0.25671116765354135,0.029278237323787017,0.06286086428612492,0.1298121650834798,0.24911588234556778,0.02815707778920911,0.060533909908546665,0.12533831002403228,0.2416722523742721,0.02707765353826543,0.05828773607304317,0.12099720289448479,0.23438161402445767,0.02603850117851651,0.056119930067048386,0.11678637488876643,0.22724500718075924,0.02611521303997524,0.05628014359054815,0.11709829508184914,0.22777586311882084,0.02511204268339494,0.054182706909905926,0.11300570913961373,0.22078239062254096
