"id","space_id","open_day","close_day","open_time","close_time","created_at","updated_at"
"3498","69","1","7","08:00","22:00","20/12/2018 15:25:09","20/12/2018 15:25:09"
"3500","70","1","7","08:00","22:00","20/12/2018 15:25:26","20/12/2018 15:25:26"
"3501","71","1","7","08:00","22:00","20/12/2018 15:25:30","20/12/2018 15:25:30"
"3502","72","1","7","08:00","22:00","20/12/2018 15:25:37","20/12/2018 15:25:37"
"3503","73","1","7","08:00","22:00","20/12/2018 15:26:10","20/12/2018 15:26:10"
"3504","74","1","7","08:00","22:00","20/12/2018 15:26:52","20/12/2018 15:26:52"
"3505","75","1","7","08:30","22:00","20/12/2018 15:27:09","20/12/2018 15:27:09"
"3506","76","1","7","08:30","22:00","20/12/2018 15:27:15","20/12/2018 15:27:15"
"3507","77","1","7","08:30","22:00","20/12/2018 15:27:20","20/12/2018 15:27:20"
"3508","78","1","7","08:30","22:00","20/12/2018 15:27:29","20/12/2018 15:27:29"
"3509","79","1","7","08:00","22:30","20/12/2018 15:27:35","20/12/2018 15:27:35"
"3510","80","1","7","08:00","22:30","20/12/2018 15:27:43","20/12/2018 15:27:43"
"3511","81","1","7","08:00","22:30","20/12/2018 15:27:50","20/12/2018 15:27:50"
"3512","82","1","7","08:00","22:30","20/12/2018 15:27:58","20/12/2018 15:27:58"
"3513","83","1","7","08:00","22:30","20/12/2018 15:28:47","20/12/2018 15:28:47"
"3514","84","1","7","08:00","22:30","20/12/2018 15:28:55","20/12/2018 15:28:55"
"3515","85","1","7","08:00","22:00","20/12/2018 15:29:04","20/12/2018 15:29:04"
"3516","86","1","7","08:00","22:00","20/12/2018 15:29:12","20/12/2018 15:29:12"
"3517","87","1","7","08:00","22:00","20/12/2018 15:29:21","20/12/2018 15:29:21"
"3520","104","1","7","08:00","22:30","20/12/2018 15:32:29","20/12/2018 15:32:29"
"3521","105","1","7","08:00","22:30","20/12/2018 15:32:41","20/12/2018 15:32:41"
"3548","131","1","7","08:00","22:00","20/12/2018 15:38:15","20/12/2018 15:38:15"
"3549","132","1","7","08:00","22:00","20/12/2018 15:38:34","20/12/2018 15:38:34"
"3550","133","1","7","08:00","22:00","20/12/2018 15:39:07","20/12/2018 15:39:07"
"3551","134","1","7","08:00","22:00","20/12/2018 15:39:17","20/12/2018 15:39:17"
"3557","3","1","7","08:30","22:00","20/12/2018 16:00:32","20/12/2018 16:00:32"
"3643","140","1","7","08:00","22:30","10/1/2019 11:06:32","10/1/2019 11:06:32"
"3644","141","1","7","08:00","22:30","10/1/2019 11:07:08","10/1/2019 11:07:08"
"4020","149","1","7","08:00","22:00","14/3/2019 17:29:37","14/3/2019 17:29:37"
"4021","150","1","7","08:00","22:00","14/3/2019 17:29:41","14/3/2019 17:29:41"
"4023","152","1","7","08:00","22:00","14/3/2019 17:29:48","14/3/2019 17:29:48"
"4024","153","1","7","08:00","22:00","14/3/2019 17:30:23","14/3/2019 17:30:23"
"4027","156","1","7","08:00","22:00","14/3/2019 17:30:34","14/3/2019 17:30:34"
"4028","157","1","7","08:00","22:00","14/3/2019 17:30:38","14/3/2019 17:30:38"
"4029","158","1","7","08:00","22:00","14/3/2019 17:30:42","14/3/2019 17:30:42"
"4030","159","1","7","08:00","22:00","14/3/2019 17:30:44","14/3/2019 17:30:44"
"4031","160","1","7","08:00","22:00","14/3/2019 17:30:48","14/3/2019 17:30:48"
"4035","147","1","7","09:00","21:30","14/3/2019 17:32:06","14/3/2019 17:32:06"
"4036","146","1","7","09:00","21:30","14/3/2019 17:32:13","14/3/2019 17:32:13"
"4038","144","1","7","09:00","21:30","14/3/2019 17:32:27","14/3/2019 17:32:27"
"4062","137","1","7","08:00","22:30","27/3/2019 10:20:51","27/3/2019 10:20:51"
"4063","138","1","7","08:00","22:30","27/3/2019 10:21:01","27/3/2019 10:21:01"
"4064","139","1","7","08:00","22:30","27/3/2019 10:21:05","27/3/2019 10:21:05"
"4087","167","3","3","09:00","17:30","3/4/2019 10:22:01","3/4/2019 10:22:01"
"4091","15","1","7","08:00","22:30","12/4/2019 17:11:21","12/4/2019 17:11:21"
"4095","145","1","7","09:00","21:30","15/4/2019 16:01:35","15/4/2019 16:01:35"
"4098","143","1","5","18:00","23:30","23/5/2019 11:22:59","23/5/2019 11:22:59"
"4099","143","6","7","12:00","23:30","23/5/2019 11:22:59","23/5/2019 11:22:59"
"4100","142","1","5","18:00","23:30","23/5/2019 11:23:03","23/5/2019 11:23:03"
"4101","142","6","7","12:00","23:30","23/5/2019 11:23:03","23/5/2019 11:23:03"
"4105","8","1","7","08:00","22:00","24/5/2019 11:38:05","24/5/2019 11:38:05"
"4106","10","1","7","08:00","22:00","24/5/2019 11:38:16","24/5/2019 11:38:16"
"4107","9","1","7","08:00","22:00","24/5/2019 11:38:25","24/5/2019 11:38:25"
"4108","12","1","7","08:00","22:00","24/5/2019 11:38:40","24/5/2019 11:38:40"
"4109","11","1","7","08:00","22:00","24/5/2019 11:38:48","24/5/2019 11:38:48"
"4137","166","2","4","09:00","17:30","2/6/2019 19:44:28","2/6/2019 19:44:28"
"4187","163","1","5","18:30","22:00","7/6/2019 19:33:47","7/6/2019 19:33:47"
"4188","163","6","7","08:00","22:00","7/6/2019 19:33:47","7/6/2019 19:33:47"
"4189","164","1","5","18:30","22:00","7/6/2019 19:34:15","7/6/2019 19:34:15"
"4190","164","6","7","08:00","22:00","7/6/2019 19:34:15","7/6/2019 19:34:15"
"4200","122","1","5","09:00","21:30","7/6/2019 19:44:55","7/6/2019 19:44:55"
"4201","122","6","6","09:00","20:30","7/6/2019 19:44:55","7/6/2019 19:44:55"
"4202","122","7","7","09:00","18:30","7/6/2019 19:44:55","7/6/2019 19:44:55"
"4206","123","1","5","09:00","21:30","7/6/2019 19:45:08","7/6/2019 19:45:08"
"4207","123","6","6","09:00","20:30","7/6/2019 19:45:08","7/6/2019 19:45:08"
"4208","123","7","7","09:00","18:30","7/6/2019 19:45:08","7/6/2019 19:45:08"
"4209","124","1","5","09:00","21:30","7/6/2019 19:45:18","7/6/2019 19:45:18"
"4210","124","6","6","09:00","20:30","7/6/2019 19:45:18","7/6/2019 19:45:18"
"4211","124","7","7","09:00","18:30","7/6/2019 19:45:18","7/6/2019 19:45:18"
"4212","125","1","5","09:00","21:30","7/6/2019 19:45:27","7/6/2019 19:45:27"
"4213","125","6","6","09:00","20:30","7/6/2019 19:45:27","7/6/2019 19:45:27"
"4214","125","7","7","09:00","18:30","7/6/2019 19:45:27","7/6/2019 19:45:27"
"4227","165","1","5","18:30","22:00","26/6/2019 23:06:20","26/6/2019 23:06:20"
"4228","165","6","7","08:00","22:00","26/6/2019 23:06:20","26/6/2019 23:06:20"
"4238","170","1","5","18:30","22:00","30/7/2019 18:46:31","30/7/2019 18:46:31"
"4239","170","6","7","08:00","22:00","30/7/2019 18:46:31","30/7/2019 18:46:31"
"4240","169","1","5","18:30","22:00","30/7/2019 18:46:55","30/7/2019 18:46:55"
"4241","169","6","7","08:00","22:00","30/7/2019 18:46:55","30/7/2019 18:46:55"
"4242","168","1","5","18:30","22:00","30/7/2019 18:47:02","30/7/2019 18:47:02"
"4243","168","6","7","08:00","22:00","30/7/2019 18:47:02","30/7/2019 18:47:02"
"4310","154","1","7","08:00","22:00","1/8/2019 04:38:40","1/8/2019 04:38:40"
"4311","155","1","7","08:00","22:00","1/8/2019 04:39:33","1/8/2019 04:39:33"
"4312","161","1","7","08:00","22:00","1/8/2019 04:41:54","1/8/2019 04:41:54"
"4352","173","1","5","18:30","22:00","5/8/2019 21:26:46","5/8/2019 21:26:46"
"4353","173","6","7","08:00","22:00","5/8/2019 21:26:46","5/8/2019 21:26:46"
"4356","177","1","5","18:30","22:00","5/8/2019 21:32:53","5/8/2019 21:32:53"
"4357","177","6","7","08:00","22:00","5/8/2019 21:32:53","5/8/2019 21:32:53"
"4358","176","1","5","18:30","22:00","5/8/2019 21:33:30","5/8/2019 21:33:30"
"4359","176","6","7","08:00","22:00","5/8/2019 21:33:30","5/8/2019 21:33:30"
"4362","174","1","5","18:30","22:00","5/8/2019 21:34:31","5/8/2019 21:34:31"
"4363","174","6","7","08:00","22:00","5/8/2019 21:34:31","5/8/2019 21:34:31"
"4364","172","1","5","18:30","22:00","5/8/2019 21:34:58","5/8/2019 21:34:58"
"4365","172","6","7","08:00","22:00","5/8/2019 21:34:58","5/8/2019 21:34:58"
"4372","175","1","5","18:30","22:00","5/8/2019 22:46:23","5/8/2019 22:46:23"
"4373","175","6","7","08:00","22:00","5/8/2019 22:46:23","5/8/2019 22:46:23"
"4390","136","1","7","09:00","22:00","9/8/2019 10:29:44","9/8/2019 10:29:44"
"4399","16","1","7","08:00","22:30","28/8/2019 14:03:02","28/8/2019 14:03:02"
"4403","7","1","7","09:00","21:00","3/9/2019 16:53:04","3/9/2019 16:53:04"
"4407","171","1","7","09:00","12:00","9/9/2019 10:43:02","9/9/2019 10:43:02"
"4408","171","1","7","19:00","22:00","9/9/2019 10:43:02","9/9/2019 10:43:02"
"4409","64","1","7","08:00","22:00","18/9/2019 16:06:23","18/9/2019 16:06:23"
"4417","148","1","7","09:00","21:00","24/9/2019 16:03:03","24/9/2019 16:03:03"
"4437","135","1","7","08:00","22:00","2/10/2019 12:26:55","2/10/2019 12:26:55"
"4441","17","1","7","08:00","22:30","5/10/2019 10:06:54","5/10/2019 10:06:54"
"4442","18","1","7","08:00","22:30","5/10/2019 10:07:02","5/10/2019 10:07:02"
"4443","19","1","7","08:00","22:30","5/10/2019 10:07:07","5/10/2019 10:07:07"
"4444","20","1","7","08:00","22:30","5/10/2019 10:07:12","5/10/2019 10:07:12"
"4445","21","1","7","08:00","22:30","5/10/2019 10:07:17","5/10/2019 10:07:17"
"4446","111","1","7","08:00","22:00","5/10/2019 11:03:31","5/10/2019 11:03:31"
"4447","112","1","7","08:00","22:00","5/10/2019 11:03:33","5/10/2019 11:03:33"
"4448","113","1","7","08:00","22:00","5/10/2019 11:03:36","5/10/2019 11:03:36"
"4449","114","1","7","08:00","22:00","5/10/2019 11:03:37","5/10/2019 11:03:37"
"4450","115","1","7","08:00","22:00","5/10/2019 11:03:38","5/10/2019 11:03:38"
"4451","116","1","7","08:00","22:00","5/10/2019 11:03:39","5/10/2019 11:03:39"
"4452","117","1","7","08:00","22:00","5/10/2019 11:03:40","5/10/2019 11:03:40"
"4453","118","1","7","08:00","22:00","5/10/2019 11:03:42","5/10/2019 11:03:42"
"4454","119","1","7","08:00","22:00","5/10/2019 11:03:43","5/10/2019 11:03:43"
"4455","110","1","7","08:00","22:00","5/10/2019 11:03:44","5/10/2019 11:03:44"
"4477","121","1","5","09:00","21:30","11/10/2019 18:41:06","11/10/2019 18:41:06"
"4478","121","6","6","09:00","20:30","11/10/2019 18:41:06","11/10/2019 18:41:06"
"4479","121","7","7","09:00","18:30","11/10/2019 18:41:06","11/10/2019 18:41:06"
"4481","151","1","7","08:00","22:00","23/10/2019 16:36:44","23/10/2019 16:36:44"
"4485","88","1","7","08:00","22:00","24/10/2019 16:16:37","24/10/2019 16:16:37"
"4516","178","1","5","18:30","22:00","29/10/2019 21:06:50","29/10/2019 21:06:50"
"4517","178","6","7","08:00","22:00","29/10/2019 21:06:50","29/10/2019 21:06:50"
"4545","182","1","3","08:00","22:30","1/11/2019 14:06:51","1/11/2019 14:06:51"
"4546","182","4","4","08:00","18:30","1/11/2019 14:06:51","1/11/2019 14:06:51"
"4547","182","5","7","08:00","22:30","1/11/2019 14:06:51","1/11/2019 14:06:51"
"4552","103","2","2","11:00","22:30","5/11/2019 17:05:25","5/11/2019 17:05:25"
"4556","68","1","7","08:00","22:00","11/11/2019 10:45:14","11/11/2019 10:45:14"
"4557","66","1","7","08:00","22:00","11/11/2019 10:45:22","11/11/2019 10:45:22"
"4558","126","1","7","08:00","22:00","11/11/2019 14:33:56","11/11/2019 14:33:56"
"4559","127","1","7","08:00","22:00","11/11/2019 14:35:45","11/11/2019 14:35:45"
"4560","127","1","7","08:00","22:00","11/11/2019 14:35:45","11/11/2019 14:35:45"
"4561","128","1","7","08:00","22:00","11/11/2019 14:35:48","11/11/2019 14:35:48"
"4562","129","1","7","08:00","22:00","11/11/2019 14:36:05","11/11/2019 14:36:05"
"4563","130","1","7","08:00","22:00","11/11/2019 14:36:11","11/11/2019 14:36:11"
"4564","22","1","7","08:00","22:00","11/11/2019 14:38:49","11/11/2019 14:38:49"
"4565","23","1","7","08:00","22:00","11/11/2019 14:38:51","11/11/2019 14:38:51"
"4566","24","1","7","08:00","22:00","11/11/2019 14:38:56","11/11/2019 14:38:56"
"4567","25","1","7","08:00","22:00","11/11/2019 14:39:01","11/11/2019 14:39:01"
"4568","188","1","1","00:00","00:00","12/11/2019 14:49:10","12/11/2019 14:49:10"
"4569","189","1","1","00:00","00:00","12/11/2019 14:50:20","12/11/2019 14:50:20"
"4570","190","1","1","00:00","00:00","12/11/2019 14:51:36","12/11/2019 14:51:36"
"4571","191","1","1","00:00","00:00","12/11/2019 14:51:42","12/11/2019 14:51:42"
"4578","184","1","7","08:00","22:00","15/11/2019 18:50:08","15/11/2019 18:50:08"
"4595","162","1","7","08:00","22:00","15/11/2019 23:21:00","15/11/2019 23:21:00"
"4596","183","1","7","09:00","21:00","15/11/2019 23:26:13","15/11/2019 23:26:13"
"4597","187","1","7","08:00","22:00","17/11/2019 21:04:34","17/11/2019 21:04:34"
"4598","186","1","7","08:00","22:00","17/11/2019 21:04:35","17/11/2019 21:04:35"
"4600","179","1","5","19:00","22:00","17/11/2019 21:30:04","17/11/2019 21:30:04"
"4601","179","6","7","08:00","22:00","17/11/2019 21:30:04","17/11/2019 21:30:04"
"4602","181","1","5","19:00","22:00","17/11/2019 21:30:28","17/11/2019 21:30:28"
"4603","181","6","7","08:00","22:00","17/11/2019 21:30:28","17/11/2019 21:30:28"
"4604","180","1","5","19:00","22:00","17/11/2019 21:30:30","17/11/2019 21:30:30"
"4605","180","6","7","08:00","22:00","17/11/2019 21:30:30","17/11/2019 21:30:30"
"4607","185","1","7","08:00","22:00","18/11/2019 23:55:20","18/11/2019 23:55:20"
