"id","space_id","device_info_id","created_at","updated_at"
"2086","161","14","12/4/2019 13:54:58","12/4/2019 13:54:58"
"2087","161","15","12/4/2019 13:54:58","12/4/2019 13:54:58"
"2088","161","16","12/4/2019 13:54:58","12/4/2019 13:54:58"
"2089","162","2","12/4/2019 13:55:02","12/4/2019 13:55:02"
"2090","162","9","12/4/2019 13:55:02","12/4/2019 13:55:02"
"2091","162","14","12/4/2019 13:55:02","12/4/2019 13:55:02"
"2092","162","15","12/4/2019 13:55:02","12/4/2019 13:55:02"
"2097","164","2","26/4/2019 19:33:24","26/4/2019 19:33:24"
"2098","164","9","26/4/2019 19:33:24","26/4/2019 19:33:24"
"2099","164","14","26/4/2019 19:33:24","26/4/2019 19:33:24"
"2100","165","2","26/4/2019 19:33:26","26/4/2019 19:33:26"
"2101","165","14","26/4/2019 19:33:26","26/4/2019 19:33:26"
"2102","165","15","26/4/2019 19:33:26","26/4/2019 19:33:26"
"2103","165","17","26/4/2019 19:33:26","26/4/2019 19:33:26"
"2104","170","2","24/5/2019 12:41:26","24/5/2019 12:41:26"
"2105","170","9","24/5/2019 12:41:26","24/5/2019 12:41:26"
"2106","170","14","24/5/2019 12:41:26","24/5/2019 12:41:26"
"2107","169","2","24/5/2019 12:41:27","24/5/2019 12:41:27"
"2108","169","14","24/5/2019 12:41:27","24/5/2019 12:41:27"
"2109","169","17","24/5/2019 12:41:27","24/5/2019 12:41:27"
"2110","168","2","24/5/2019 12:41:31","24/5/2019 12:41:31"
"2111","168","9","24/5/2019 12:41:31","24/5/2019 12:41:31"
"2112","168","14","24/5/2019 12:41:31","24/5/2019 12:41:31"
"2170","175","2","1/8/2019 14:15:23","1/8/2019 14:15:23"
"2171","175","9","1/8/2019 14:15:23","1/8/2019 14:15:23"
"2172","175","14","1/8/2019 14:15:23","1/8/2019 14:15:23"
"2173","175","15","1/8/2019 14:15:23","1/8/2019 14:15:23"
"2174","178","2","1/8/2019 14:15:54","1/8/2019 14:15:54"
"2175","178","14","1/8/2019 14:15:54","1/8/2019 14:15:54"
"2176","178","15","1/8/2019 14:15:54","1/8/2019 14:15:54"
"2177","178","21","1/8/2019 14:15:54","1/8/2019 14:15:54"
"2178","177","2","1/8/2019 14:16:01","1/8/2019 14:16:01"
"2179","177","14","1/8/2019 14:16:01","1/8/2019 14:16:01"
"2180","177","15","1/8/2019 14:16:01","1/8/2019 14:16:01"
"2181","177","20","1/8/2019 14:16:01","1/8/2019 14:16:01"
"2182","176","2","1/8/2019 14:16:11","1/8/2019 14:16:11"
"2183","176","14","1/8/2019 14:16:11","1/8/2019 14:16:11"
"2184","176","15","1/8/2019 14:16:11","1/8/2019 14:16:11"
"2185","176","19","1/8/2019 14:16:11","1/8/2019 14:16:11"
"2186","172","2","1/8/2019 14:16:22","1/8/2019 14:16:22"
"2187","172","9","1/8/2019 14:16:22","1/8/2019 14:16:22"
"2188","172","14","1/8/2019 14:16:22","1/8/2019 14:16:22"
"2189","172","15","1/8/2019 14:16:22","1/8/2019 14:16:22"
"2190","173","2","1/8/2019 14:16:26","1/8/2019 14:16:26"
"2191","173","14","1/8/2019 14:16:26","1/8/2019 14:16:26"
"2192","173","15","1/8/2019 14:16:26","1/8/2019 14:16:26"
"2193","174","2","1/8/2019 14:16:32","1/8/2019 14:16:32"
"2194","174","14","1/8/2019 14:16:32","1/8/2019 14:16:32"
"2195","174","15","1/8/2019 14:16:32","1/8/2019 14:16:32"
"2196","174","18","1/8/2019 14:16:32","1/8/2019 14:16:32"
"2209","171","2","5/8/2019 23:28:10","5/8/2019 23:28:10"
"2210","171","14","5/8/2019 23:28:10","5/8/2019 23:28:10"
"2211","171","15","5/8/2019 23:28:10","5/8/2019 23:28:10"
"2216","142","2","3/9/2019 14:24:09","3/9/2019 14:24:09"
"2217","142","9","3/9/2019 14:24:09","3/9/2019 14:24:09"
"2218","142","14","3/9/2019 14:24:09","3/9/2019 14:24:09"
"2219","142","15","3/9/2019 14:24:09","3/9/2019 14:24:09"
"2220","142","22","3/9/2019 14:24:09","3/9/2019 14:24:09"
"2221","143","2","3/9/2019 14:24:23","3/9/2019 14:24:23"
"2222","143","9","3/9/2019 14:24:23","3/9/2019 14:24:23"
"2223","143","14","3/9/2019 14:24:23","3/9/2019 14:24:23"
"2224","143","15","3/9/2019 14:24:23","3/9/2019 14:24:23"
"2225","143","22","3/9/2019 14:24:23","3/9/2019 14:24:23"
"2226","68","2","4/9/2019 17:22:19","4/9/2019 17:22:19"
"2227","68","9","4/9/2019 17:22:19","4/9/2019 17:22:19"
"2228","68","14","4/9/2019 17:22:19","4/9/2019 17:22:19"
"2229","68","15","4/9/2019 17:22:19","4/9/2019 17:22:19"
"2260","180","2","27/9/2019 09:24:36","27/9/2019 09:24:36"
"2261","180","14","27/9/2019 09:24:36","27/9/2019 09:24:36"
"2262","180","15","27/9/2019 09:24:36","27/9/2019 09:24:36"
"2263","180","22","27/9/2019 09:24:36","27/9/2019 09:24:36"
"2264","180","23","27/9/2019 09:24:36","27/9/2019 09:24:36"
"2270","181","2","27/9/2019 09:28:23","27/9/2019 09:28:23"
"2271","181","14","27/9/2019 09:28:23","27/9/2019 09:28:23"
"2272","181","15","27/9/2019 09:28:24","27/9/2019 09:28:24"
"2273","181","21","27/9/2019 09:28:24","27/9/2019 09:28:24"
"2274","181","22","27/9/2019 09:28:24","27/9/2019 09:28:24"
"2283","179","2","1/10/2019 13:12:09","1/10/2019 13:12:09"
"2284","179","14","1/10/2019 13:12:09","1/10/2019 13:12:09"
"2285","179","15","1/10/2019 13:12:09","1/10/2019 13:12:09"
"2286","179","22","1/10/2019 13:12:09","1/10/2019 13:12:09"
"2287","87","2","1/10/2019 14:53:55","1/10/2019 14:53:55"
"2288","87","9","1/10/2019 14:53:55","1/10/2019 14:53:55"
"2289","87","14","1/10/2019 14:53:55","1/10/2019 14:53:55"
"2290","87","15","1/10/2019 14:53:55","1/10/2019 14:53:55"
"2294","22","2","27/10/2019 23:51:37","27/10/2019 23:51:37"
"2295","22","10","27/10/2019 23:51:37","27/10/2019 23:51:37"
"2296","22","14","27/10/2019 23:51:37","27/10/2019 23:51:37"
"2297","22","15","27/10/2019 23:51:37","27/10/2019 23:51:37"
"2298","183","2","28/10/2019 10:55:18","28/10/2019 10:55:18"
"2299","183","14","28/10/2019 10:55:18","28/10/2019 10:55:18"
"2300","183","15","28/10/2019 10:55:18","28/10/2019 10:55:18"
"2301","183","22","28/10/2019 10:55:18","28/10/2019 10:55:18"
"2312","184","2","31/10/2019 16:19:23","31/10/2019 16:19:23"
"2313","184","9","31/10/2019 16:19:23","31/10/2019 16:19:23"
"2314","184","14","31/10/2019 16:19:23","31/10/2019 16:19:23"
"2315","184","22","31/10/2019 16:19:23","31/10/2019 16:19:23"
"2316","182","2","1/11/2019 14:05:40","1/11/2019 14:05:40"
"2317","182","14","1/11/2019 14:05:40","1/11/2019 14:05:40"
"2318","182","22","1/11/2019 14:05:40","1/11/2019 14:05:40"
"2324","127","2","11/11/2019 14:36:49","11/11/2019 14:36:49"
"2325","127","14","11/11/2019 14:36:49","11/11/2019 14:36:49"
"2326","126","2","11/11/2019 14:37:01","11/11/2019 14:37:01"
"2327","126","9","11/11/2019 14:37:01","11/11/2019 14:37:01"
"2328","126","14","11/11/2019 14:37:01","11/11/2019 14:37:01"
"2329","128","2","11/11/2019 14:37:16","11/11/2019 14:37:16"
"2330","128","14","11/11/2019 14:37:16","11/11/2019 14:37:16"
"2331","129","2","11/11/2019 14:37:33","11/11/2019 14:37:33"
"2332","129","9","11/11/2019 14:37:33","11/11/2019 14:37:33"
"2333","129","14","11/11/2019 14:37:33","11/11/2019 14:37:33"
"2334","130","2","11/11/2019 14:37:41","11/11/2019 14:37:41"
"2335","130","9","11/11/2019 14:37:41","11/11/2019 14:37:41"
"2336","130","14","11/11/2019 14:37:41","11/11/2019 14:37:41"
"2337","163","2","15/11/2019 18:35:58","15/11/2019 18:35:58"
"2338","163","9","15/11/2019 18:35:58","15/11/2019 18:35:58"
"2339","163","14","15/11/2019 18:35:58","15/11/2019 18:35:58"
"2340","163","22","15/11/2019 18:35:58","15/11/2019 18:35:58"
"2366","187","2","15/11/2019 23:03:32","15/11/2019 23:03:32"
"2367","187","14","15/11/2019 23:03:32","15/11/2019 23:03:32"
"2368","187","22","15/11/2019 23:03:32","15/11/2019 23:03:32"
"2369","187","23","15/11/2019 23:03:32","15/11/2019 23:03:32"
"2370","186","2","15/11/2019 23:03:34","15/11/2019 23:03:34"
"2371","186","14","15/11/2019 23:03:34","15/11/2019 23:03:34"
"2372","186","22","15/11/2019 23:03:34","15/11/2019 23:03:34"
"2373","186","23","15/11/2019 23:03:34","15/11/2019 23:03:34"
"2374","185","2","15/11/2019 23:03:36","15/11/2019 23:03:36"
"2375","185","14","15/11/2019 23:03:36","15/11/2019 23:03:36"
"2376","185","22","15/11/2019 23:03:36","15/11/2019 23:03:36"
"2377","185","23","15/11/2019 23:03:36","15/11/2019 23:03:36"
