id,order_id,space_id,score,can,comment,created_at,updated_at,activity,is_pay,people
1,1643,51,10,1,願意,22OCT17:01:05:51,22OCT17:01:05:51,,,
2,2592,5,8,0,"昨天使用場地時古亭A很吵，上課會被影響到，不過還是很愛小樹啦! ....這期課程我們還有訂兩天: 10/27, 11/3 週五晚上7-9pm，想請問古亭A還是同一組人馬嗎? 是的話我們會再另外安排場地，謝謝!",22OCT17:09:30:07,22OCT17:09:30:07,,,
3,133,69,6,0,使用期間，隔壁403室的活動似乎在使用麥克風擴音設備，聲音影響到使用期間的空間安寧，有些美中不足。,22OCT17:14:16:44,22OCT17:14:16:44,,,
4,3535,69,9,0,使用期間，發現桌子有一點點的油漬，似乎是之前使用者飲食之後留下的，雖然面積不大可以自行清理，但還是會希望使用空間時桌椅都是乾淨的。此次的使用經驗算是讓人感到很開心的，謝謝小樹屋團隊 :),22OCT17:14:19:36,22OCT17:14:19:36,,,
5,3167,12,5,0,冷氣感覺不夠強，尤其是人多的時候有點熱。,22OCT17:21:21:53,22OCT17:21:21:53,,,
6,5232,84,8,1,,26OCT17:15:41:39,26OCT17:15:41:39,,,
7,4493,64,8,1,沒提供面紙等，是屬不便的重要點。,26OCT17:16:40:24,26OCT17:16:40:24,,,
8,1975,11,9,1,讚！小樹屋的訂房流程真的很方便，太讚了！....不過當天用這一間時，覺得外圍空間有一點點亂（只有一點點），還有來賓問我為什麼廁所有淋浴間，感覺有點奇怪。XDDD....另外，個人覺得活動前五分鐘給密碼，真的有點短，可否延長為十分鐘？雖然知道可以自己多預定半小時提前開門，但我的活動確實不太需要多半小時，有點浪費，十分鐘即可。價錢上多收一點無妨，但希望可以十分鐘前發開門密碼。....謝謝！,27OCT17:16:47:08,27OCT17:16:47:08,,,
9,5336,74,10,1,,28OCT17:14:51:58,28OCT17:14:51:58,,,
10,4754,67,10,0,,28OCT17:20:21:26,28OCT17:20:21:26,,,
11,1640,7,10,0,,28OCT17:20:21:34,28OCT17:20:21:34,,,
12,2037,65,10,1,很棒，來賓都很喜歡這個場地。還有人臨走前特別拍照，說以後辦活動要在這裡辦！不過我發現，小樹屋的照片拍起來看起來都很大，但實際上到了現場，感覺比照片裡小了大概有30%左右，只能說攝影師的功力真的很強啊！,28OCT17:23:04:54,28OCT17:23:04:54,,,
13,4546,70,7,1,蠻推薦的，但就是希望可以增設飲水機,28OCT17:23:21:11,28OCT17:23:21:11,,,
14,5404,79,9,1,很漂亮很舒適的環境，但就是希望可以增設飲水機,28OCT17:23:21:34,28OCT17:23:21:34,,,
15,2466,12,8,1,,30OCT17:10:11:25,30OCT17:10:11:25,,,
16,3848,24,10,1,,30OCT17:14:10:08,30OCT17:14:10:08,,,
17,4538,69,5,1,希望有折疊按摩床可使用,01NOV17:17:20:32,01NOV17:17:20:32,,,
18,2851,16,10,0,,05NOV17:20:27:02,05NOV17:20:27:02,,,
19,4441,24,9,0,京站603室維持得很乾淨，地上還鋪了地毯，但因為沒有特別標示，所以很猶豫到底要不要脫鞋。(應該要脫鞋嗎?) 另外投影機若是可以讓投影再放大一些會更好，但看起來已經固定了，這點有些可惜。,06NOV17:09:49:46,06NOV17:09:49:46,,,
20,5639,7,10,1,這間的桌子沒辦法移動，有點可惜。..整體上是不錯的空間。,06NOV17:12:58:06,06NOV17:12:58:06,,,
21,870,63,10,1,,06NOV17:19:26:19,06NOV17:19:26:19,,,
22,2831,65,10,1,,08NOV17:14:00:48,08NOV17:14:00:48,,,
23,5456,74,8,0,冷氣似乎不太給力。桌子椅子的清潔度可以更好一些。,11NOV17:21:43:14,11NOV17:21:43:14,,,
24,6284,24,10,1,場地真的非常棒,13NOV17:16:41:46,13NOV17:16:41:46,,,
25,5552,67,10,0,,14NOV17:04:22:38,14NOV17:04:22:38,,,
26,3738,15,8,0,,14NOV17:20:35:21,14NOV17:20:35:21,,,
27,3798,7,10,1,,14NOV17:21:55:20,14NOV17:21:55:20,,,
28,6689,6,4,1,,15NOV17:02:43:59,15NOV17:02:43:59,,,
29,4838,14,5,1,窗戶外1/3有綠色的壓克力板...洗手間沒有鏡子..對拍攝難用的...但是空間滿大.,16NOV17:14:03:14,16NOV17:14:03:14,,,
30,6360,22,5,1,陽台那邊東西比較多...而且沒有蓋住...拍照的時候要考慮個地點.,16NOV17:14:03:51,16NOV17:14:03:51,,,
31,3325,70,5,0,,18NOV17:09:48:18,18NOV17:09:48:18,,,
32,3940,62,10,1,,18NOV17:13:45:07,18NOV17:13:45:07,,,
33,3410,62,10,1,,18NOV17:13:45:35,18NOV17:13:45:35,,,
34,7029,10,8,1,,19NOV17:08:07:31,19NOV17:08:07:31,,,
35,4945,80,5,1,隔音不理想，可以聽到隔壁的播放聲音。..靠近馬路都聽到外面車聲,21NOV17:13:25:11,21NOV17:13:25:11,,,
36,4945,80,5,1,隔音不理想，可以聽到隔壁的播放聲音。..靠近馬路都聽到外面車聲,21NOV17:13:25:13,21NOV17:13:25:13,,,
37,5366,20,9,1,,23NOV17:23:24:48,23NOV17:23:24:48,,,
38,7574,79,8,1,長沙發椅不太好坐，其餘都很不錯,25NOV17:17:16:15,25NOV17:17:16:15,,,
39,7500,3,1,1,房間有怪味，紗窗也沒裝好，開窗蚊子會進來,27NOV17:06:24:01,27NOV17:06:24:01,,,
40,7007,81,10,1,,27NOV17:14:22:03,27NOV17:14:22:03,,,
41,7876,83,10,1,不靠馬路，安靜許多,28NOV17:22:08:02,28NOV17:22:08:02,,,
42,7791,5,7,1,空間很寬敞乾淨，但隔音效果希望做得更好。(目前隔壁房間用麥克風說話，都可以清楚聽到內容！),29NOV17:12:58:24,29NOV17:12:58:24,,,
43,2260,69,10,1,很舒服的一個開會空間,30NOV17:09:35:47,30NOV17:09:35:47,,,
44,6129,82,10,1,場地怖置很棒，舉辦活動很合適,30NOV17:09:36:26,30NOV17:09:36:26,,,
45,6949,22,10,1,,02DEC17:23:55:48,02DEC17:23:55:48,,,
46,5953,75,10,1,,04DEC17:13:08:39,04DEC17:13:08:39,,,
47,1714,17,8,1,,05DEC17:02:19:25,05DEC17:02:19:25,,,
48,2444,65,8,1,這個教室布置很美，自然光線又好，只可惜不容易搶到。,05DEC17:10:19:39,05DEC17:10:19:39,,,
49,5709,74,8,1,白板筆都很多水，謝謝。但進門時桌上有些污漬，想要擦掉卻沒有衛生紙、小垃圾桶，有些不便。有WiFi很方便，對上課便利許多,05DEC17:20:32:08,05DEC17:20:32:08,,,
50,8788,20,1,0,外面車流的聲音太大，對外隔音很差，非常非常的吵。,07DEC17:11:07:33,07DEC17:11:07:33,,,
51,9511,63,3,1,在使用期間內，另一最大間，從進去使用到我結束離開，音量都相當大，而且沒有關門，笑聲與桌椅排列聲響，影響到我這邊的使用常劇烈！中間甚至還有一位「下一時段使用者」，以同一個密碼闖入我這一間會議室，雖然她也表示抱歉，但是我們這次使用的經驗簡直可以說是相當不愉快，這樣的狀況讓我們覺得跟咖啡廳有何不同？隱私被闖入，其他使用者無公德心自顧自的「開舞會」？！我一直支持使用與鼓勵你們的產品給我所屬的公司與客戶，雖然我會持續維持信心畢竟不會因為一次而被破壞，且主要影響的是其他客戶不是你們，但是我也認為你們至少要事後告知他們這樣不成熟的集體行為，哪怕是多大的公司都一樣，只是顯示很愚蠢和幼稚不檢點的無禮行為！,07DEC17:19:32:29,07DEC17:19:32:29,,,
52,7585,71,10,1,訂第二種不同類型教室了 ，地點方便，教室舒服，設備完善，唯不知道為何藍牙滑鼠或有線滑鼠皆無法正常使用，只能呆在時鐘靠牆座位用手操作筆電，不能移動位子，影響教學效果。(現場有帶備用的滑鼠，馬上試了三個品牌，都無法正常使用，第一間教室沒有這個問題),09DEC17:12:27:05,09DEC17:12:27:05,,,
53,7503,4,9,1,您好，我們後來增加使用到九點，有通知貴司客服專線，當下無法網上操作加時，所以之後再補刷，但是剛剛嘗試補訂卻好像已經不能點選12/10的時間了~~..另外我們離開前在筆筒裡找到大台冷氣機的遙控器了，我們幫忙放回沙桌旁茶几了~~..第一次使用經驗非常良好，場地和圖片完全一致，唯一的問題只有，隔壁古亭B如果同時有使用者，而且比較大聲地化，會互相干擾到~~但這應該是因為古亭A/B特有的情況~~,11DEC17:12:06:07,11DEC17:12:06:07,,,
54,9415,9,8,1,我的上一組客人是10幾個小朋友在上英文課，時間delay壓縮到阿伯打掃的時間，我開始使用時隔壁間也是小朋友在上課，非常吵雜，也聽得到家長在門外聊天的聲音。....想請問這個時段是否都是這個狀況? 還是只有古亭這樣呢?,11DEC17:12:56:58,11DEC17:12:56:58,,,
55,9284,14,1,1,用過這麼多次小樹屋，這是第一次不滿，而且大家都很不滿。....網路上照片看起來又新、又明亮、又乾淨，實際上椅子壞了好幾把，教室很破舊，燈太低光線也非常不足，感覺就像被騙了。....小樹屋的品質一直很好，希望能重視這問題，並且改善。,13DEC17:22:25:07,13DEC17:22:25:07,,,
56,5989,76,10,1,,14DEC17:12:44:06,14DEC17:12:44:06,,,
57,8795,103,8,1,,18DEC17:20:40:21,18DEC17:20:40:21,,,
58,9291,84,10,1,,19DEC17:10:03:37,19DEC17:10:03:37,,,
59,19333,16,5,1,"隔音要加強.  室內空間回音有點大, 有影響我們的會議的討論, 希望隔音效果加強.  謝謝.",21DEC17:19:12:06,21DEC17:19:12:06,,,
60,5959,10,8,0,整體不錯，但以15人而言有點小,21DEC17:20:19:54,21DEC17:20:19:54,,,
61,6210,20,10,1,,21DEC17:21:26:44,21DEC17:21:26:44,,,
62,19245,51,8,1,非常適合電話會議與討論的空間，不過窗戶緊閉時，講話回音大，有改善空間,22DEC17:00:21:41,22DEC17:00:21:41,,,
63,18807,76,7,0,投影不清楚..請檢查一下投影機,22DEC17:08:59:33,22DEC17:08:59:33,,,
64,18444,83,8,0,有垃圾桶 廁所 空間大  投影清楚  good,22DEC17:09:00:02,22DEC17:09:00:02,,,
65,19034,64,9,1,,22DEC17:12:12:41,22DEC17:12:12:41,,,
66,19474,76,9,1,,22DEC17:18:34:56,22DEC17:18:34:56,,,
67,19568,15,8,1,一、插座2孔，較老舊，延長線細、舊，不安全..二、投影機流明度不佳..其他，都很棒!,22DEC17:18:41:31,22DEC17:18:41:31,,,
68,19581,84,5,1,,22DEC17:19:07:39,22DEC17:19:07:39,,,
69,19287,83,8,1,,23DEC17:05:52:02,23DEC17:05:52:02,,,
70,19404,21,7,1,桌子可以再大一點點,23DEC17:11:33:57,23DEC17:11:33:57,,,
71,8932,31,10,1,,23DEC17:16:29:43,23DEC17:16:29:43,,,
72,8225,81,10,1,非常方便的地點、簡單而效率的租借方式、明亮溫馨的空間，竟然是這樣的價格，超乎理想啊！,23DEC17:23:03:48,23DEC17:23:03:48,,,
73,7979,81,10,1,已經二次租借，一同參與的夥伴都覺得空間很棒！！,23DEC17:23:04:44,23DEC17:23:04:44,,,
74,18375,4,10,1,,24DEC17:00:21:44,24DEC17:00:21:44,,,
75,19152,5,7,1,,24DEC17:12:14:33,24DEC17:12:14:33,,,
76,3659,13,5,1,有時候隔壁真的非常吵....吵到我們的活動都被干擾無法進行,24DEC17:18:34:12,24DEC17:18:34:12,,,
77,9077,64,8,1,公廁所洗手台與如廁應分開設置，才不會導致廁所塞車之情況,24DEC17:18:43:24,24DEC17:18:43:24,,,
78,18708,86,9,1,如果有飲水機與廁所衛生紙，就更好了。謝謝,24DEC17:20:47:58,24DEC17:20:47:58,,,
79,6015,5,10,1,,24DEC17:21:32:06,24DEC17:21:32:06,,,
80,19433,23,8,0,,24DEC17:21:46:18,24DEC17:21:46:18,,,
81,9357,103,9,1,希望有個簡單的門鈴~,24DEC17:22:06:25,24DEC17:22:06:25,,,
82,9023,22,10,1,,25DEC17:00:18:11,25DEC17:00:18:11,,,
83,9113,12,7,1,,25DEC17:00:59:15,25DEC17:00:59:15,,,
84,19509,41,1,1,沒有收到密碼信函或簡訊，還要自行登入網頁查詢,25DEC17:01:43:01,25DEC17:01:43:01,,,
85,19770,102,7,0,,25DEC17:08:43:32,25DEC17:08:43:32,,,
86,19164,81,8,1,"非會議室的公共區稍嫌昏暗雜亂, 建議整理.",25DEC17:09:04:52,25DEC17:09:04:52,,,
87,9493,69,7,0,廁所有點髒唷,25DEC17:09:45:31,25DEC17:09:45:31,,,
88,19869,102,7,0,希望能有2人沙發,25DEC17:11:14:16,25DEC17:11:14:16,,,
89,19389,65,10,1,,25DEC17:12:20:23,25DEC17:12:20:23,,,
90,19594,68,7,1,現場沒有延長線，結果只能到店面燦坤買一條來用......不過整體來說是不錯，而且還有投影機這點很棒。,25DEC17:12:29:30,25DEC17:12:29:30,,,
91,5283,79,10,1,有用LINE 向客服詢問預定更改的事情 馬上得到訂單變更的幫助！ 地點好 環境也整理得很好！,25DEC17:14:47:03,25DEC17:14:47:03,,,
92,8404,6,8,0,該裝之後北車的地點不錯：）,25DEC17:15:05:06,25DEC17:15:05:06,,,
93,6859,4,3,1,隔音很差，當天目的是朋友聚會，說話聲笑聲自然一定會有，但卻兩次被古亭B的使用者告知他們因開會要錄影請我們小聲，且第二次告知時還很大力的敲打我們的門(已有閱讀使用規則，知道要避免噪音影響鄰居，但連說笑聲都不能被接受)，當然在我們知道這裡隔音非常不好之後，也很樂意配合小聲一些，自認已經降低音量了，但同樂目的的我們難免有笑聲，同樣是付費使用的我們，卻被大力敲門跟被警告對待，覺得莫名其妙，此次聚會因隔壁使用者的行為跟隔音不好的關係無法盡情享受，大受影響，下次不會再使用這裡。,25DEC17:15:20:25,25DEC17:15:20:25,,,
94,7686,15,8,1,,25DEC17:18:36:12,25DEC17:18:36:12,,,
95,8913,25,10,0,價格合理方便..場地舒適空間大..如果有提供垃圾分類的地方會更好,25DEC17:18:50:24,25DEC17:18:50:24,,,
96,18263,86,8,1,沒有看到投影機,25DEC17:19:03:44,25DEC17:19:03:44,,,
97,19970,105,10,1,很舒服 很居家的風格,25DEC17:19:40:56,25DEC17:19:40:56,,,
98,18245,13,10,0,環境很舒服，而且很有質感，投影轉接頭很齊全非常感動！換場時有阿姨跟叔叔協助，也幫忙提醒隔壁音量，很貼心！唯獨隔音欠佳、如果可以提醒場地內的插座規格就更棒了～,25DEC17:19:57:52,25DEC17:19:57:52,,,
99,18486,8,8,1,,25DEC17:21:10:47,25DEC17:21:10:47,,,
100,18670,23,9,1,,25DEC17:22:03:10,25DEC17:22:03:10,,,
101,19298,9,10,1,,25DEC17:22:03:18,25DEC17:22:03:18,,,
102,9250,5,8,1,,25DEC17:22:57:11,25DEC17:22:57:11,,,
103,9429,82,10,0,,26DEC17:10:02:05,26DEC17:10:02:05,,,
104,19991,82,10,0,,26DEC17:10:02:12,26DEC17:10:02:12,,,
105,9566,66,10,0,,26DEC17:10:56:54,26DEC17:10:56:54,,,
106,19007,13,3,1,還有殘留的垃圾在櫃子上，白板的字也都沒有擦掉...。,26DEC17:12:01:02,26DEC17:12:01:02,,,
107,19994,67,8,1,有次已刷了卡，時間到了才知道沒訂到場地，打客服也沒得到協助，只說不能以半小時為單位，當時是訂2個半小時(但網頁沒看到特別說明)，卻沒有即時通知，簡訊或電話，而是以信件方式，找了信件是在垃圾信箱，雖然空間很棒很溫暖，但客服卻少了人的溫暖，如果能當下替我們想解決方案就好，而不是一副是我們自己訂購的問題，因為經營者是貴公司，機制很清楚，但消費者的我們不是一定了解，另外現場沒提供飲水機，是我們常租用時大家比較complain的，其他都很好，以上是我的使用經驗!謝謝...,26DEC17:12:35:18,26DEC17:12:35:18,,,
108,7681,4,7,1,,26DEC17:13:09:29,26DEC17:13:09:29,,,
109,19244,80,10,1,,26DEC17:13:47:32,26DEC17:13:47:32,,,
110,2321,14,7,1,1. 有三張椅子壞了沒有替換。..2. 整體環境比網站照片髒很多，建議可適時重新油漆。..3. 建議可增加「收取額外費用幫忙處理垃圾」的選項。..4. 建議可放置抹布，分為擦桌子的跟擦地板的，讓使用者可以自行清理。..5. 建議放置一包衛生紙，至少廁所應該要有衛生紙。,26DEC17:18:29:32,26DEC17:18:29:32,,,
111,19826,20,10,1,,26DEC17:18:32:33,26DEC17:18:32:33,,,
112,18591,18,8,1,很不錯！朋友聚會讀書會場所！..會考慮在來使用？,26DEC17:22:53:15,26DEC17:22:53:15,,,
113,9053,65,8,1,非常好 但有時候小樹屋公廁會被其他客人占用 有一點不方便,27DEC17:09:32:27,27DEC17:09:32:27,,,
114,19472,103,6,1,冷氣空調的設定很困難，調低一度太冷、調高一度太熱,27DEC17:09:49:47,27DEC17:09:49:47,,,
115,8640,15,8,1,,27DEC17:14:38:41,27DEC17:14:38:41,,,
116,20208,104,10,1,優點:夠安靜 乾淨..缺點:不太會調冷氣（空調）18度好冷,27DEC17:19:06:10,27DEC17:19:06:10,,,
117,9031,9,1,1,蚊子好多..隔音不好,27DEC17:19:06:47,27DEC17:19:06:47,,,
118,19243,20,3,1,未安裝隔音窗，太吵雜,27DEC17:19:07:16,27DEC17:19:07:16,,,
119,19947,62,10,1,,27DEC17:19:48:51,27DEC17:19:48:51,,,
120,20223,22,10,1,空間很棒唷！乾淨且舒適～會議進行很順利～....但提前進場的時間可再多點彈性就好了～不然熟悉設備後正式使用的時間壓縮了些，導致行程有點趕。....其他都很棒！謝謝～,27DEC17:20:07:58,27DEC17:20:07:58,,,
121,18663,3,8,1,隱藏在民宅內..隔音效果有點差..但裡面的擺設裝飾很喜歡很溫馨的感覺..很適合五六個好友聊天聚會慶生辦趴,27DEC17:20:10:50,27DEC17:20:10:50,,,
122,20083,23,7,0,隔音有一點不好,27DEC17:23:33:58,27DEC17:23:33:58,,,
123,19644,76,7,0,調整一下投影品質  不太清楚,28DEC17:09:19:26,28DEC17:09:19:26,,,
124,20199,79,10,0,,28DEC17:09:25:02,28DEC17:09:25:02,,,
125,19894,65,10,1,,28DEC17:12:43:45,28DEC17:12:43:45,,,
126,18785,15,7,0,整體使用不錯，但塵?有點重，幾位客人進去一直咳嗽。如果有機會改善就太好了,28DEC17:14:11:19,28DEC17:14:11:19,,,
127,20351,105,10,0,,28DEC17:18:33:22,28DEC17:18:33:22,,,
128,19550,105,10,0,,28DEC17:18:33:30,28DEC17:18:33:30,,,
129,19414,62,5,1,投影機品質很差,28DEC17:18:43:11,28DEC17:18:43:11,,,
130,19584,87,9,1,非常謝謝，很滿意：）..下次見～,28DEC17:19:01:32,28DEC17:19:01:32,,,
131,9225,71,9,1,投影機的線距離投影幕白板太遠，電腦只能放在後面，沒有辦法自己操作，這點很不方便。若隔音可以加強會更好。,28DEC17:19:23:55,28DEC17:19:23:55,,,
132,3446,69,10,1,,28DEC17:19:58:57,28DEC17:19:58:57,,,
133,19883,81,10,1,,29DEC17:11:53:56,29DEC17:11:53:56,,,
134,19035,31,10,1,"地點便捷,環境舒適非常適合小聚會~",29DEC17:23:09:07,29DEC17:23:09:07,,,
135,19405,19,3,1,冷氣又大聲打開有燒焦味，室內電燈設計有問題，重看不重用，整個室內轟轟響，非常不舒服,29DEC17:23:14:19,29DEC17:23:14:19,,,
136,20154,51,5,1,"稍小, 洗手間沒有衛生紙",29DEC17:23:36:17,29DEC17:23:36:17,,,
137,19751,76,5,0,整體不錯，除了隔音非常非常差，時不時會傳來隔壁間大聲談話和嘻笑的音量。,30DEC17:11:26:24,30DEC17:11:26:24,,,
138,19171,72,10,1,,30DEC17:18:39:38,30DEC17:18:39:38,,,
139,20453,19,8,0,,30DEC17:18:40:56,30DEC17:18:40:56,,,
140,19305,23,10,1,,30DEC17:19:04:45,30DEC17:19:04:45,,,
141,18794,10,7,1,當天沒注意到教室的燈可切換燈源，不知道怎麼換日光燈。如果開關處有個標示會更好!,31DEC17:00:15:44,31DEC17:00:15:44,,,
142,20460,103,10,1,,31DEC17:11:13:34,31DEC17:11:13:34,,,
143,19731,13,8,1,,31DEC17:12:39:51,31DEC17:12:39:51,,,
144,8150,15,10,1,我們遊戲製作社團今年由於有不錯的成果，所以舉辦了第一次團聚。美術、文字工作者、程式設計、配音、作曲、動畫等各領域的成員多半是地一次見面，比起選擇吃到飽餐廳，小樹屋提供的聚會場所讓我們坐得更近，且不用頻頻離位拿食物，離比薩Hot等店家也很近。此外，藉由投影機我們放了這一年的作品回顧與明年的計畫，也非常方便。這是我第一次找這種聚會空間，這種空間相當適合我們這樣的團隊，往後若有機會會繼續選擇這樣的聚會方式。,31DEC17:18:39:12,31DEC17:18:39:12,,,
145,19698,12,7,1,沒有飲水機有點可惜,31DEC17:19:34:00,31DEC17:19:34:00,,,
146,8785,10,8,1,,31DEC17:23:04:06,31DEC17:23:04:06,,,
147,20656,99,10,1,,01JAN18:11:40:55,01JAN18:11:40:55,,,
148,20327,92,10,1,,01JAN18:11:41:21,01JAN18:11:41:21,,,
149,20621,93,10,1,第一次進來蠻驚艷的，裝潢非常有質感、垂吊線插座設計便於使用（這點我太喜歡了），還有提供三種傳輸線&小豆腐們，以及舒適的公共空間，完全感受得到經營者的用心。可能我比較少在台灣看到這樣自動化的場地租用，覺得這些是對人的信任，很希望未來使用者們都能好好愛惜、一起照顧這個環境，讓小樹屋這麼棒的環境可以長久經營！,01JAN18:11:48:25,01JAN18:11:48:25,,,
150,20659,19,10,1,,01JAN18:18:31:56,01JAN18:18:31:56,,,
151,7940,5,9,0,第一次發現有這樣的空間可以使用 真的很棒!!!!,01JAN18:20:12:34,01JAN18:20:12:34,,,
152,19253,3,10,0,,02JAN18:10:06:28,02JAN18:10:06:28,,,
153,19618,31,10,1,價格合理,02JAN18:10:16:03,02JAN18:10:16:03,,,
154,19992,64,10,1,"謝謝小樹屋,讓我們的活動非常成功",02JAN18:10:37:07,02JAN18:10:37:07,,,
155,6830,64,10,1,"謝謝小樹屋,Nice!",02JAN18:10:37:40,02JAN18:10:37:40,,,
156,19097,22,10,0,601是很棒的空間。這次沒用到投影機。但希望該樓層的公用廁所可以改裝成現代一點，並且提供洗手乳。,02JAN18:10:50:28,02JAN18:10:50:28,,,
157,20032,105,10,1,,02JAN18:15:02:29,02JAN18:15:02:29,,,
158,20160,99,10,1,,02JAN18:15:02:40,02JAN18:15:02:40,,,
159,20033,104,10,1,,02JAN18:15:02:51,02JAN18:15:02:51,,,
160,8838,25,7,1,空間溫馨，設備很優..不過那個地毯有點滑,02JAN18:16:58:15,02JAN18:16:58:15,,,
161,20632,75,10,1,我非常推薦！..環境也非常乾淨又舒適..服務也很好！..因為預訂時沒有注意到..預訂日期跳掉了..聯絡客服，客服很細心解說,02JAN18:18:35:09,02JAN18:18:35:09,,,
162,20632,75,10,1,我非常推薦！..環境也非常乾淨又舒適..服務也很好！..因為預訂時沒有注意到..預訂日期跳掉了..聯絡客服，客服很細心解說,02JAN18:18:35:10,02JAN18:18:35:10,,,
163,19654,82,8,1,,02JAN18:18:38:29,02JAN18:18:38:29,,,
164,20415,78,9,1,,02JAN18:23:02:00,02JAN18:23:02:00,,,
165,20349,73,10,0,,03JAN18:00:22:08,03JAN18:00:22:08,,,
166,8007,17,10,1,,03JAN18:00:22:18,03JAN18:00:22:18,,,
167,8007,17,10,1,,03JAN18:00:22:20,03JAN18:00:22:20,,,
168,20285,79,10,1,非常非常喜歡小樹屋的空間..會議室內乾淨整齊，是很棒的開會環境～,03JAN18:09:21:00,03JAN18:09:21:00,,,
169,18902,6,10,1,,03JAN18:10:33:47,03JAN18:10:33:47,,,
170,9593,6,9,0,隔音良好~空間寬敞!!很適合大型聚會活動,03JAN18:13:45:15,03JAN18:13:45:15,,,
171,8545,5,7,1,價錢可更彈性 例如借越久 每小時越便宜etc,03JAN18:15:01:37,03JAN18:15:01:37,,,
172,19850,88,9,0,租借來和朋友們一起看劇 空間很不錯..若是窗戶的遮光效果好一點就更好了,03JAN18:23:48:33,03JAN18:23:48:33,,,
173,20338,9,7,0,"屋內剛開門有點味道,建議放點活性碳",04JAN18:16:20:27,04JAN18:16:20:27,,,
174,20526,25,9,1,建議放置音響設備，含麥克風,04JAN18:17:11:26,04JAN18:17:11:26,,,
175,20880,9,10,1,,04JAN18:19:13:49,04JAN18:19:13:49,,,
176,19182,85,10,1,,04JAN18:22:59:56,04JAN18:22:59:56,,,
177,19998,83,10,1,很方便,05JAN18:14:14:10,05JAN18:14:14:10,,,
178,21032,87,10,1,"場地很舒適,開會很適合！",05JAN18:18:43:37,05JAN18:18:43:37,,,
179,21079,15,7,1,,05JAN18:19:39:15,05JAN18:19:39:15,,,
180,19896,100,10,1,,06JAN18:00:16:29,06JAN18:00:16:29,,,
181,19986,99,10,1,,06JAN18:00:16:36,06JAN18:00:16:36,,,
182,20428,5,9,1,場地很棒，很乾淨也漂亮,06JAN18:13:49:28,06JAN18:13:49:28,,,
183,18309,24,10,1,"您好: 希望洗手間可以附一雙公用拖鞋還有HDMI線小版轉接線,就更完美了,謝謝:)",06JAN18:16:08:11,06JAN18:16:08:11,,,
184,19713,65,8,1,希望隔音能好一點 怕會打擾到其他人,06JAN18:18:32:33,06JAN18:18:32:33,,,
185,19662,17,7,1,增設冷熱飲水機吧！,06JAN18:18:46:31,06JAN18:18:46:31,,,
186,20471,15,10,1,,06JAN18:20:49:05,06JAN18:20:49:05,,,
187,20976,7,10,1,網路好像有點問題，連不上,06JAN18:21:08:10,06JAN18:21:08:10,,,
188,19175,23,8,1,隔音不好是唯一也許不會推薦給別人的原因,07JAN18:18:56:49,07JAN18:18:56:49,,,
189,18874,17,10,1,,07JAN18:22:34:06,07JAN18:22:34:06,,,
190,20681,51,9,1,,08JAN18:08:13:55,08JAN18:08:13:55,,,
191,19047,22,10,1,,08JAN18:09:57:52,08JAN18:09:57:52,,,
192,8765,6,6,1,若有獨立廁所就更好了，燈光更柔和的話會更溫暖。,08JAN18:10:38:23,08JAN18:10:38:23,,,
193,20820,63,9,0,慶城南京-就在捷運出口旁，環境舒適、交通便利!,08JAN18:11:34:09,08JAN18:11:34:09,,,
194,20458,15,9,1,,08JAN18:12:07:02,08JAN18:12:07:02,,,
195,21283,72,10,1,,08JAN18:12:12:30,08JAN18:12:12:30,,,
196,8094,51,8,1,,08JAN18:13:48:32,08JAN18:13:48:32,,,
197,20740,86,10,1,,08JAN18:13:48:39,08JAN18:13:48:39,,,
198,2609,14,5,1,椅子都外八了.每次都要檢查哪一張能坐.哪一張不能坐....麻煩換別的椅子好嗎,08JAN18:15:21:18,08JAN18:15:21:18,,,
199,20567,78,10,0,雖然空間坪數不大，但有對外窗十分開闊，舉辦7人左右的討論仍覺得空間足夠，還有投影設備，十分推薦！,08JAN18:18:32:48,08JAN18:18:32:48,,,
200,20824,73,7,0,,08JAN18:18:33:58,08JAN18:18:33:58,,,
201,20575,76,10,1,有時鐘更好,08JAN18:19:40:16,08JAN18:19:40:16,,,
202,21364,11,10,0,,08JAN18:23:57:50,08JAN18:23:57:50,,,
203,19001,13,6,1,這間有一台空調無法使用...,09JAN18:07:41:11,09JAN18:07:41:11,,,
204,21048,9,9,1,"Good experience for me, in particular, when you want to have a interview with your participants.",09JAN18:07:45:46,09JAN18:07:45:46,,,
205,6947,5,10,1,,09JAN18:12:21:45,09JAN18:12:21:45,,,
206,20256,14,6,1,建議網站有360度的景觀照片好讓租用者拿捏空間大小及動線規劃~..投影機線有時會接觸不良,09JAN18:15:05:23,09JAN18:15:05:23,,,
207,21192,89,10,1,,09JAN18:20:46:41,09JAN18:20:46:41,,,
208,9096,15,8,1,照片看起來比實際寬敞，當天講座16位感覺有比較擠,10JAN18:01:08:23,10JAN18:01:08:23,,,
209,20710,25,9,1,,10JAN18:13:44:25,10JAN18:13:44:25,,,
210,8985,15,9,1,,10JAN18:13:44:30,10JAN18:13:44:30,,,
211,7261,79,9,1,,10JAN18:13:44:34,10JAN18:13:44:34,,,
212,20990,87,10,1,,10JAN18:16:27:29,10JAN18:16:27:29,,,
213,20876,8,7,1,,10JAN18:19:27:28,10JAN18:19:27:28,,,
