1,17238.0
3,13689.0
4,14703.0
5,14703.0
6,14703.0
7,12168.0
8,14196.0
9,14196.0
10,14196.0
11,14196.0
12,14196.0
13,8253.5
14,8253.5
15,13485.0
16,13485.0
17,13006.5
18,13006.5
19,13006.5
20,13006.5
21,13006.5
22,12054.0
23,12054.0
24,12054.0
25,12054.0
31,11774.0
41,11746.0
51,11746.0
62,11536.0
63,11536.0
64,11536.0
65,11536.0
66,11424.0
67,11424.0
68,11424.0
69,11424.0
70,11284.0
71,11284.0
72,11284.0
73,11284.0
74,11284.0
75,10557.0
76,10557.0
77,10557.0
78,10557.0
79,11063.5
80,11063.5
81,11063.5
82,11063.5
83,11063.5
84,11063.5
85,10500.0
86,10500.0
87,10500.0
88,10500.0
89,10500.0
90,11632.0
91,11632.0
92,11632.0
93,11632.0
94,11632.0
95,11632.0
96,11632.0
97,11632.0
98,11632.0
99,11632.0
100,11632.0
101,10541.5
102,10541.5
103,10541.5
104,10541.5
105,10541.5
106,12019.0
110,9534.0
111,9534.0
112,9534.0
113,9534.0
114,9534.0
115,9534.0
116,9534.0
117,9534.0
118,9534.0
119,9534.0
121,8121.5
122,8121.5
123,8121.5
124,8121.5
125,8121.5
126,5712.0
127,5712.0
128,5712.0
129,5712.0
130,5712.0
131,5390.0
132,5390.0
133,5390.0
134,5390.0
135,5390.0
136,4901.0
137,5466.5
138,5466.5
139,5466.5
140,4770.5
141,4770.5
142,2362.5
143,2362.5
144,3637.5
145,3637.5
146,3637.5
147,3637.5
148,3492.0
149,3836.0
150,3836.0
151,3836.0
152,3836.0
153,3836.0
154,3836.0
155,3836.0
156,3836.0
157,3836.0
158,3836.0
159,3836.0
160,3836.0
161,3836.0
162,3836.0
163,1638.0
164,1638.0
165,1638.0
166,892.5
167,289.0
168,1172.5
169,1172.5
170,1172.5
171,666.0
172,724.5
173,724.5
174,724.5
175,724.5
176,724.5
177,724.5
178,724.5
179,685.0
180,347.0
181,347.0
182,390.0
183,264.0
184,308.0
185,154.0
186,154.0
187,154.0
