"id","space_id","device_id","created_at","updated_at","info","sub_info"
"47131","130","5","11/11/2019 14:36:11","11/11/2019 14:36:11",,"不限人數，建議 10 人"
"47132","130","6","11/11/2019 14:36:11","11/11/2019 14:36:11","插座 10 個","另加6插延長線*1，皆為雙孔"
"47133","130","7","11/11/2019 14:36:11","11/11/2019 14:36:11",,"小樹屋公廁"
"47134","130","8","11/11/2019 14:36:11","11/11/2019 14:36:11",,
"47135","130","9","11/11/2019 14:36:11","11/11/2019 14:36:11",,"150*210 cm"
"47136","130","10","11/11/2019 14:36:11","11/11/2019 14:36:11","BenQ 投影機","3300流明 FHD 1080p"
"47137","130","11","11/11/2019 14:36:11","11/11/2019 14:36:11",,"HDMI､VGA"
"47138","130","12","11/11/2019 14:36:11","11/11/2019 14:36:11",,
"47139","130","18","11/11/2019 14:36:11","11/11/2019 14:36:11",,
"47140","130","19","11/11/2019 14:36:11","11/11/2019 14:36:11",,"請將垃圾包好丟置垃圾區域"
"47141","22","0","11/11/2019 14:38:49","11/11/2019 14:38:49",,"180*90 cm/含白板筆､板擦"
"47142","22","1","11/11/2019 14:38:49","11/11/2019 14:38:49","桌子 1 張","260*95 cm/另加吧台､茶几､邊桌"
"47143","22","2","11/11/2019 14:38:49","11/11/2019 14:38:49","五人沙發",
"47144","22","3","11/11/2019 14:38:49","11/11/2019 14:38:49","椅子 11 張","另加折疊椅*4､高腳椅*5"
"47145","22","4","11/11/2019 14:38:49","11/11/2019 14:38:49",,"光世代無線網路50M/30M"
"47146","22","5","11/11/2019 14:38:49","11/11/2019 14:38:49",,"不限人數，建議 15 人"
"47147","22","6","11/11/2019 14:38:49","11/11/2019 14:38:49","插座 10 個","另加6孔延長線*2，皆為雙孔插座另加6插延長線*2，皆為雙孔"
"47148","22","7","11/11/2019 14:38:49","11/11/2019 14:38:49","樓層共用廁所",
"47149","22","8","11/11/2019 14:38:49","11/11/2019 14:38:49",,
"47150","22","9","11/11/2019 14:38:49","11/11/2019 14:38:49","80吋投影布幕","長150 * 寬210 cm"
"47151","22","10","11/11/2019 14:38:49","11/11/2019 14:38:49","Epson液晶投影機","EBS04/3000流明/800*600"
"47152","22","11","11/11/2019 14:38:49","11/11/2019 14:38:49",,"VGA､HDMI"
"47153","22","12","11/11/2019 14:38:49","11/11/2019 14:38:49",,"遮光布簾"
"47154","22","16","11/11/2019 14:38:49","11/11/2019 14:38:49",,"陽台 (禁菸)"
"47155","22","17","11/11/2019 14:38:49","11/11/2019 14:38:49",,
"47156","22","18","11/11/2019 14:38:49","11/11/2019 14:38:49",,
"47157","22","19","11/11/2019 14:38:49","11/11/2019 14:38:49",,
"47158","23","1","11/11/2019 14:38:51","11/11/2019 14:38:51",,
"47159","23","3","11/11/2019 14:38:51","11/11/2019 14:38:51","椅子 2 張","另加圓凳*2､長凳*1"
"47160","23","4","11/11/2019 14:38:51","11/11/2019 14:38:51",,"光世代無線網路50M/30M"
"47161","23","5","11/11/2019 14:38:51","11/11/2019 14:38:51",,"不限人數，建議 2 人"
"47162","23","6","11/11/2019 14:38:51","11/11/2019 14:38:51","插座 4 個","皆為雙孔插座 (無地線)"
"47163","23","7","11/11/2019 14:38:51","11/11/2019 14:38:51","樓層共用廁所",
"47164","23","8","11/11/2019 14:38:51","11/11/2019 14:38:51",,
"47165","23","17","11/11/2019 14:38:51","11/11/2019 14:38:51",,
"47166","23","18","11/11/2019 14:38:51","11/11/2019 14:38:51",,
"47167","23","19","11/11/2019 14:38:51","11/11/2019 14:38:51",,
"47168","24","0","11/11/2019 14:38:56","11/11/2019 14:38:56",,"180*90 cm/含白板筆､板擦"
"47169","24","1","11/11/2019 14:38:56","11/11/2019 14:38:56","茶几 1 張",
"47170","24","2","11/11/2019 14:38:56","11/11/2019 14:38:56","十人沙發","L型､雙人､長凳沙發"
"47171","24","3","11/11/2019 14:38:56","11/11/2019 14:38:56","椅子 2 張","另加雙人木長凳*1"
"47172","24","4","11/11/2019 14:38:56","11/11/2019 14:38:56",,"光世代無線網路50M/30M"
"47173","24","5","11/11/2019 14:38:56","11/11/2019 14:38:56",,"不限人數，建議 8 人"
"47174","24","6","11/11/2019 14:38:56","11/11/2019 14:38:56","插座 4 個","另加6插延長線*1，皆為雙孔"
"47175","24","7","11/11/2019 14:38:56","11/11/2019 14:38:56","獨立廁所",
"47176","24","8","11/11/2019 14:38:56","11/11/2019 14:38:56",,
"47177","24","9","11/11/2019 14:38:56","11/11/2019 14:38:56","80吋投影布幕","長150 * 寬210cm"
"47178","24","10","11/11/2019 14:38:56","11/11/2019 14:38:56","Epson液晶投影機","EBS04/3000流明/800*600"
"47179","24","11","11/11/2019 14:38:56","11/11/2019 14:38:56",,"VGA､HDMI"
"47180","24","12","11/11/2019 14:38:56","11/11/2019 14:38:56",,"遮光窗簾"
"47181","24","16","11/11/2019 14:38:56","11/11/2019 14:38:56",,
"47182","24","17","11/11/2019 14:38:56","11/11/2019 14:38:56",,
"47183","24","18","11/11/2019 14:38:56","11/11/2019 14:38:56",,
"47184","24","19","11/11/2019 14:38:56","11/11/2019 14:38:56",,
"47185","25","0","11/11/2019 14:39:01","11/11/2019 14:39:01",,"180*90 cm/含白板筆､板擦"
"47186","25","1","11/11/2019 14:39:01","11/11/2019 14:39:01","桌子 3 張","170*78 cm/另加工作桌､茶几"
"47187","25","2","11/11/2019 14:39:01","11/11/2019 14:39:01","三人沙發","另加單人沙發*1"
"47188","25","3","11/11/2019 14:39:01","11/11/2019 14:39:01","椅子 18 張","另加木椅*1､折疊椅*4"
"47189","25","4","11/11/2019 14:39:01","11/11/2019 14:39:01",,"光世代無線網路50M/30M"
"47190","25","5","11/11/2019 14:39:01","11/11/2019 14:39:01",,"不限人數，建議 18 人"
"47191","25","6","11/11/2019 14:39:01","11/11/2019 14:39:01","插座 7 個","另加6插延長線*2，皆為雙孔"
"47192","25","7","11/11/2019 14:39:01","11/11/2019 14:39:01","樓層共用廁所",
"47193","25","8","11/11/2019 14:39:01","11/11/2019 14:39:01",,
"47194","25","9","11/11/2019 14:39:01","11/11/2019 14:39:01","80吋投影布幕","長150 * 寬210cm"
"47195","25","10","11/11/2019 14:39:01","11/11/2019 14:39:01","Epson液晶投影機","EBS04/3000流明/800*600"
"47196","25","11","11/11/2019 14:39:01","11/11/2019 14:39:01",,"VGA､HDMI"
"47197","25","16","11/11/2019 14:39:01","11/11/2019 14:39:01",,"(禁菸)"
"47198","25","17","11/11/2019 14:39:01","11/11/2019 14:39:01",,
"47199","25","18","11/11/2019 14:39:01","11/11/2019 14:39:01",,
"47200","25","19","11/11/2019 14:39:01","11/11/2019 14:39:01",,
"47201","188","0","12/11/2019 14:49:10","12/11/2019 14:49:10",,
"47202","189","0","12/11/2019 14:50:20","12/11/2019 14:50:20",,
"47203","190","0","12/11/2019 14:51:36","12/11/2019 14:51:36",,
"47204","191","0","12/11/2019 14:51:42","12/11/2019 14:51:42",,
"47271","184","0","15/11/2019 18:50:07","15/11/2019 18:50:07",,"180*90 cm/含白板筆,板擦"
"47272","184","1","15/11/2019 18:50:07","15/11/2019 18:50:07","桌子 4 張","110 * 70 cm"
"47273","184","2","15/11/2019 18:50:07","15/11/2019 18:50:07","三人沙發",
"47274","184","3","15/11/2019 18:50:07","15/11/2019 18:50:07","椅子 16 張","另加摺疊椅*3"
"47275","184","4","15/11/2019 18:50:07","15/11/2019 18:50:07",,"光世代無線網路100M/40M"
"47276","184","5","15/11/2019 18:50:07","15/11/2019 18:50:07",,"不限人數，建議 16 人"
"47277","184","6","15/11/2019 18:50:07","15/11/2019 18:50:07","免費插座 8 個","三孔"
"47278","184","7","15/11/2019 18:50:07","15/11/2019 18:50:07",,"共用廁所"
"47279","184","8","15/11/2019 18:50:07","15/11/2019 18:50:07",,
"47280","184","9","15/11/2019 18:50:07","15/11/2019 18:50:07",,"100吋/210*155cm"
"47281","184","10","15/11/2019 18:50:07","15/11/2019 18:50:07",,"BenQ 3300流明 FHD 1080p"
"47282","184","11","15/11/2019 18:50:07","15/11/2019 18:50:07",,"HDMI､VGA"
"47283","184","12","15/11/2019 18:50:07","15/11/2019 18:50:07",,
"47284","184","16","15/11/2019 18:50:08","15/11/2019 18:50:08",,
"47285","184","18","15/11/2019 18:50:08","15/11/2019 18:50:08",,
"47286","184","19","15/11/2019 18:50:08","15/11/2019 18:50:08",,"請將垃圾包好置公共垃圾區域"
"47513","162","0","15/11/2019 23:21:00","15/11/2019 23:21:00",,"180*90cm/含白板筆及板擦"
"47514","162","1","15/11/2019 23:21:00","15/11/2019 23:21:00","桌子 4 張","2張180*90､2張150*75,茶几96*96cm"
"47515","162","2","15/11/2019 23:21:00","15/11/2019 23:21:00","沙發組","3人L型､3人座､雙人凳"
"47516","162","3","15/11/2019 23:21:00","15/11/2019 23:21:00","椅子 20 張",
"47517","162","4","15/11/2019 23:21:00","15/11/2019 23:21:00","光世代無線網路","100M/40M"
"47518","162","5","15/11/2019 23:21:00","15/11/2019 23:21:00",,"不限人數，建議 20 人"
"47519","162","6","15/11/2019 23:21:00","15/11/2019 23:21:00","雙孔插座 14 個","另加6插雙孔延長線*1"
"47520","162","7","15/11/2019 23:21:00","15/11/2019 23:21:00",,"小樹屋公廁"
"47521","162","9","15/11/2019 23:21:00","15/11/2019 23:21:00","投影布幕 2 個","120吋/183*244 cm"
"47522","162","10","15/11/2019 23:21:00","15/11/2019 23:21:00","液晶投影機 2 台","BenQ 3300流明 FHD 1080p"
"47523","162","11","15/11/2019 23:21:00","15/11/2019 23:21:00",,"HDMI､VGA"
"47524","162","12","15/11/2019 23:21:00","15/11/2019 23:21:00",,
"47525","162","16","15/11/2019 23:21:00","15/11/2019 23:21:00",,
"47526","162","18","15/11/2019 23:21:00","15/11/2019 23:21:00",,
"47527","162","19","15/11/2019 23:21:00","15/11/2019 23:21:00",,"請將垃圾包好置垃圾區域"
"47528","183","2","15/11/2019 23:26:13","15/11/2019 23:26:13","椅凳 1 張",
"47529","183","4","15/11/2019 23:26:13","15/11/2019 23:26:13",,
"47530","183","5","15/11/2019 23:26:13","15/11/2019 23:26:13",,"不限人數，建議 10 人"
"47531","183","6","15/11/2019 23:26:13","15/11/2019 23:26:13","雙孔插座 10 個",
"47532","183","7","15/11/2019 23:26:13","15/11/2019 23:26:13",,"共用廁所"
"47533","183","8","15/11/2019 23:26:13","15/11/2019 23:26:13",,
"47534","183","12","15/11/2019 23:26:13","15/11/2019 23:26:13",,
"47535","183","14","15/11/2019 23:26:13","15/11/2019 23:26:13",,
"47536","183","16","15/11/2019 23:26:13","15/11/2019 23:26:13",,
"47537","183","19","15/11/2019 23:26:13","15/11/2019 23:26:13",,"請將垃圾包好置公共垃圾區域"
"47538","187","0","17/11/2019 21:04:34","17/11/2019 21:04:34",,"180*90cm/含白板筆,板擦"
"47539","187","1","17/11/2019 21:04:34","17/11/2019 21:04:34","桌子 15 張","6張200*60､1張100*60､2張120*80､5張直徑45､1張茶几桌"
"47540","187","2","17/11/2019 21:04:34","17/11/2019 21:04:34","雙人沙發",
"47541","187","3","17/11/2019 21:04:34","17/11/2019 21:04:34","椅子 27 張","椅子*19､高腳椅*8､靠牆邊椅*2"
"47542","187","4","17/11/2019 21:04:34","17/11/2019 21:04:34","光世代無線網路","300M/100M"
"47543","187","5","17/11/2019 21:04:34","17/11/2019 21:04:34",,"不限人數，建議 27人"
"47544","187","6","17/11/2019 21:04:34","17/11/2019 21:04:34","雙孔插座 28 個",
"47545","187","7","17/11/2019 21:04:34","17/11/2019 21:04:34","樓層共用廁所","位於電梯後方"
"47546","187","8","17/11/2019 21:04:34","17/11/2019 21:04:34",,
"47547","187","9","17/11/2019 21:04:34","17/11/2019 21:04:34","120吋投影幕","183*244 cm"
"47548","187","10","17/11/2019 21:04:34","17/11/2019 21:04:34",,"BenQ 3300流明 FHD 1080p"
"47549","187","11","17/11/2019 21:04:34","17/11/2019 21:04:34",,"HDMI"
"47550","187","12","17/11/2019 21:04:34","17/11/2019 21:04:34",,
"47551","187","16","17/11/2019 21:04:34","17/11/2019 21:04:34",,
"47552","187","18","17/11/2019 21:04:34","17/11/2019 21:04:34",,
"47553","187","19","17/11/2019 21:04:34","17/11/2019 21:04:34",,"請將垃圾包好置公共垃圾區域"
"47554","186","0","17/11/2019 21:04:35","17/11/2019 21:04:35","白板 2 個","180*90cm/含白板筆,板擦"
"47555","186","1","17/11/2019 21:04:35","17/11/2019 21:04:35","桌子 4 張","3張180*80/1張120*80cm"
"47556","186","2","17/11/2019 21:04:35","17/11/2019 21:04:35","六人沙發組","三人座､L沙發､矮墊*2"
"47557","186","3","17/11/2019 21:04:35","17/11/2019 21:04:35","椅子 22 張",
"47558","186","4","17/11/2019 21:04:35","17/11/2019 21:04:35","光世代無線網路","300M/100M"
"47559","186","5","17/11/2019 21:04:35","17/11/2019 21:04:35",,"不限人數，建議 22 人"
"47560","186","6","17/11/2019 21:04:35","17/11/2019 21:04:35","雙孔插座 18 個",
"47561","186","7","17/11/2019 21:04:35","17/11/2019 21:04:35","樓層共用廁所","位於電梯後方"
"47562","186","8","17/11/2019 21:04:35","17/11/2019 21:04:35",,
"47563","186","9","17/11/2019 21:04:35","17/11/2019 21:04:35","120吋投影幕","183*244 cm"
"47564","186","10","17/11/2019 21:04:35","17/11/2019 21:04:35",,"BenQ 3300流明 FHD 1080p"
"47565","186","11","17/11/2019 21:04:35","17/11/2019 21:04:35",,"HDMI"
"47566","186","12","17/11/2019 21:04:35","17/11/2019 21:04:35",,
"47567","186","16","17/11/2019 21:04:35","17/11/2019 21:04:35",,
"47568","186","18","17/11/2019 21:04:35","17/11/2019 21:04:35",,
"47569","186","19","17/11/2019 21:04:35","17/11/2019 21:04:35",,"請將垃圾包好置垃圾區域"
"47586","179","1","17/11/2019 21:30:04","17/11/2019 21:30:04","桌子 1 張","80 * 80 cm"
"47587","179","3","17/11/2019 21:30:04","17/11/2019 21:30:04","椅子 2 張","另加凳子 1 張"
"47588","179","4","17/11/2019 21:30:04","17/11/2019 21:30:04",,"光世代無線網路100M/40M"
"47589","179","5","17/11/2019 21:30:04","17/11/2019 21:30:04",,"不限人數，建議 2 人"
"47590","179","6","17/11/2019 21:30:04","17/11/2019 21:30:04",,"雙孔插座 4 個"
"47591","179","7","17/11/2019 21:30:04","17/11/2019 21:30:04",,"樓層共用廁所"
"47592","179","8","17/11/2019 21:30:04","17/11/2019 21:30:04",,
"47593","179","18","17/11/2019 21:30:04","17/11/2019 21:30:04",,
"47594","179","19","17/11/2019 21:30:04","17/11/2019 21:30:04",,"請將垃圾包好置公共垃圾區域"
"47595","181","1","17/11/2019 21:30:28","17/11/2019 21:30:28","茶几桌 1 張","90 * 55 cm"
"47596","181","2","17/11/2019 21:30:28","17/11/2019 21:30:28","五人沙發組","雙人、L型沙發"
"47597","181","4","17/11/2019 21:30:28","17/11/2019 21:30:28",,"光世代無線網路100M/40M"
"47598","181","5","17/11/2019 21:30:28","17/11/2019 21:30:28",,"不限人數，建議 5 人"
"47599","181","6","17/11/2019 21:30:28","17/11/2019 21:30:28","雙孔插座 4 個","另加4插雙孔延長線*1"
"47600","181","7","17/11/2019 21:30:28","17/11/2019 21:30:28",,"樓層共用廁所"
"47601","181","8","17/11/2019 21:30:28","17/11/2019 21:30:28",,
"47602","181","10","17/11/2019 21:30:28","17/11/2019 21:30:28","電視","PHILIPS 55吋 4K"
"47603","181","11","17/11/2019 21:30:28","17/11/2019 21:30:28",,"HDMI"
"47604","181","12","17/11/2019 21:30:28","17/11/2019 21:30:28",,
"47605","181","16","17/11/2019 21:30:28","17/11/2019 21:30:28",,
"47606","181","18","17/11/2019 21:30:28","17/11/2019 21:30:28",,
"47607","181","19","17/11/2019 21:30:28","17/11/2019 21:30:28",,"請將垃圾包好置公共垃圾區域"
"47608","180","0","17/11/2019 21:30:30","17/11/2019 21:30:30",,"180*90cm/含白板筆,板擦"
"47609","180","1","17/11/2019 21:30:30","17/11/2019 21:30:30","桌子 2 張","120*80 / 180*80 cm"
"47610","180","3","17/11/2019 21:30:30","17/11/2019 21:30:30","椅子 10 張",
"47611","180","4","17/11/2019 21:30:30","17/11/2019 21:30:30",,"光世代無線網路100M/40M"
"47612","180","5","17/11/2019 21:30:30","17/11/2019 21:30:30",,"不限人數，建議 10 人"
"47613","180","6","17/11/2019 21:30:30","17/11/2019 21:30:30","雙孔插座 10 個","另加4插雙孔延長線*1"
"47614","180","7","17/11/2019 21:30:30","17/11/2019 21:30:30",,"樓層共用廁所"
"47615","180","8","17/11/2019 21:30:30","17/11/2019 21:30:30",,
"47616","180","9","17/11/2019 21:30:30","17/11/2019 21:30:30","100吋投影幕","209 * 160 cm"
"47617","180","10","17/11/2019 21:30:30","17/11/2019 21:30:30",,"BenQ 3300流明 FHD 1080p"
"47618","180","11","17/11/2019 21:30:30","17/11/2019 21:30:30",,"HDMI"
"47619","180","18","17/11/2019 21:30:30","17/11/2019 21:30:30",,
"47620","180","19","17/11/2019 21:30:30","17/11/2019 21:30:30",,"請將垃圾包好置公共垃圾區域"
"47637","185","0","18/11/2019 23:55:20","18/11/2019 23:55:20","白板 4 張","180*90cm/含白板筆,板擦"
"47638","185","1","18/11/2019 23:55:20","18/11/2019 23:55:20","桌子 7 張","5張90*240/茶几90*55/吧台桌240*42cm"
"47639","185","2","18/11/2019 23:55:20","18/11/2019 23:55:20","14 人沙發組","三人座*3､單人*1､椅凳*3"
"47640","185","3","18/11/2019 23:55:20","18/11/2019 23:55:20","椅子 44 張","椅子*40､吧檯椅*4"
"47641","185","4","18/11/2019 23:55:20","18/11/2019 23:55:20","光世代無線網路","300M/100M"
"47642","185","5","18/11/2019 23:55:20","18/11/2019 23:55:20",,"不限人數，建議 40 人"
"47643","185","6","18/11/2019 23:55:20","18/11/2019 23:55:20","雙孔插座 20 個",
"47644","185","7","18/11/2019 23:55:20","18/11/2019 23:55:20","樓層共用廁所","位於電梯後方"
"47645","185","8","18/11/2019 23:55:20","18/11/2019 23:55:20",,
"47646","185","9","18/11/2019 23:55:20","18/11/2019 23:55:20","投影布幕 2 張","120吋/183*244 cm"
"47647","185","10","18/11/2019 23:55:20","18/11/2019 23:55:20","投影機 2 台","BenQ 3300流明 FHD 1080p"
"47648","185","11","18/11/2019 23:55:20","18/11/2019 23:55:20",,"HDMI"
"47649","185","12","18/11/2019 23:55:20","18/11/2019 23:55:20",,
"47650","185","16","18/11/2019 23:55:20","18/11/2019 23:55:20",,
"47651","185","18","18/11/2019 23:55:20","18/11/2019 23:55:20",,
"47652","185","19","18/11/2019 23:55:20","18/11/2019 23:55:20",,"請將垃圾包好置垃圾區域"
